number,date,strategy,side,instrument,open,close,profit,result,max_profit,max_lose
31462,2022-09-05 00:00:04,sor_120,SELL,MKRUSDT,741.0,753.0,-8.45716599190283,0,6.75,-87.7
31463,2022-09-05 06:59:55,so_120,SELL,XRPUSDT,0.3301,0.3277,4.9128930627083,1,97.73,-75.0
31464,2022-09-05 06:59:57,sor_120,BUY,XRPUSDT,0.3301,0.3277,-5.9928930627083,0,75.0,-97.73
31465,2022-09-05 07:59:56,so_120,SELL,BTCUSDT,19751.06,19748.7,-0.750640927626126,1,43.13,-190.5
31466,2022-09-05 07:59:58,sor_120,BUY,BTCUSDT,19751.06,19748.7,-1.04935907237387,0,190.5,-43.13
31467,2022-09-05 08:00:00,so_120,SELL,BNBUSDT,277.4,275.2,5.40808940158613,1,94.65,-110.85
31468,2022-09-05 08:00:02,sor_120,BUY,BNBUSDT,277.4,275.2,-6.48808940158613,0,110.85,-94.65
31469,2022-09-05 10:00:08,so_120,SELL,SOLUSDT,31.46,31.66,-3.53863954227589,0,69.95,-163.7
31470,2022-09-05 10:00:10,sor_120,BUY,SOLUSDT,31.46,31.66,2.81863954227589,1,163.7,-69.95
31471,2022-09-05 11:00:05,so_120,SELL,ETHUSDT,1572.31,1562.25,5.67822935680619,1,173.6,-121.9
31472,2022-09-05 11:00:07,sor_120,BUY,ETHUSDT,1572.31,1562.25,-7.11822935680619,0,121.9,-173.6
31473,2022-09-05 12:00:04,so_120,SELL,MKRUSDT,752.0,747.0,2.96446808510638,1,79.8,-33.25
31474,2022-09-05 12:00:06,sor_120,BUY,MKRUSDT,752.0,747.0,-3.68446808510638,0,33.25,-79.8
31475,2022-09-05 15:00:03,so_120,BUY,ETHUSDT,1562.54,1590.93,17.4491348701474,1,194.0,-13.3
31476,2022-09-05 15:00:04,sor_120,SELL,ETHUSDT,1562.54,1590.93,-18.8891348701474,0,13.3,-194.0
31477,2022-09-05 20:00:00,so_120,SELL,DOTUSDT,7.3,7.28,1.5147945205479,1,30.83,-339.08
31478,2022-09-05 20:00:02,sor_120,BUY,DOTUSDT,7.3,7.28,-2.5947945205479,0,339.08,-30.83
31479,2022-09-05 21:00:01,so_120,BUY,XRPUSDT,0.3277,0.331,7.0126396093989,1,80.1,-116.7
31480,2022-09-05 21:00:03,sor_120,SELL,XRPUSDT,0.3277,0.331,-8.0926396093989,0,116.7,-80.1
31481,2022-09-05 21:00:05,so_120,BUY,SOLUSDT,31.66,31.95,4.21991156032848,1,55.25,-80.55
31482,2022-09-05 21:00:07,sor_120,SELL,SOLUSDT,31.66,31.95,-4.93991156032848,0,80.55,-55.25
31483,2022-09-06 00:59:57,so_120,BUY,BTCUSDT,19745.58,20103.2,21.7392438206423,1,265.88,-68.38
31484,2022-09-06 00:59:59,sor_120,SELL,BTCUSDT,19745.58,20103.2,-23.5392438206423,0,68.38,-265.88
31485,2022-09-06 01:59:59,so_120,BUY,BNBUSDT,275.1,282.6,19.9071101417666,1,305.33,-46.35
31486,2022-09-06 02:00:01,sor_120,SELL,BNBUSDT,275.1,282.6,-20.9871101417666,0,46.35,-305.33
31487,2022-09-06 03:59:57,so_120,BUY,MKRUSDT,746.0,750.0,2.32096514745308,1,120.65,-147.45
31488,2022-09-06 03:59:59,sor_120,SELL,MKRUSDT,746.0,750.0,-3.04096514745308,0,147.45,-120.65
31489,2022-09-06 04:59:55,so_120,BUY,DOTUSDT,7.27,7.53,26.2825584594224,1,402.38,0.0
31490,2022-09-06 04:59:57,sor_120,SELL,DOTUSDT,7.27,7.53,-27.3625584594224,0,0.0,-402.38
31491,2022-09-06 09:43:29,so_120,SELL,BTCUSDT,20113.64,19922.19,10.9980204478156,1,270.25,-39.88
31492,2022-09-06 09:43:54,sor_120,BUY,BTCUSDT,20113.64,19923.0,-12.7476814738655,0,39.88,-270.25
31493,2022-09-06 10:00:03,so_120,BUY,BTCUSDT,19923.0,19912.6,-1.55251217186176,0,12.63,-11.5
31494,2022-09-06 10:00:05,sor_120,SELL,BTCUSDT,19923.69,19912.6,-0.20422025237292,1,11.88,-12.25
31495,2022-09-06 17:59:59,so_120,SELL,BTCUSDT,19921.01,19093.44,51.0282154870662,1,631.38,-51.5
31496,2022-09-06 18:00:01,sor_120,BUY,BTCUSDT,19921.01,19093.44,-52.8282154870662,0,51.5,-631.38
31497,2022-09-06 18:00:03,so_120,SELL,MKRUSDT,750.0,709.0,26.9733333333333,1,300.0,-66.65
31498,2022-09-06 18:00:05,sor_120,BUY,MKRUSDT,750.0,709.0,-27.6933333333333,0,66.65,-300.0
31499,2022-09-06 19:00:01,so_120,SELL,DOTUSDT,7.53,6.94,58.2249402390438,1,587.63,-159.38
31500,2022-09-06 19:00:03,sor_120,BUY,DOTUSDT,7.53,6.94,-59.3049402390438,0,159.38,-587.63
31501,2022-09-06 19:00:06,so_120,SELL,BNBUSDT,283.0,265.5,45.8380918727915,1,490.28,0.0
31502,2022-09-06 19:00:07,sor_120,BUY,BNBUSDT,283.0,265.5,-46.9180918727915,0,0.0,-490.28
31503,2022-09-06 20:00:01,so_120,SELL,XRPUSDT,0.331,0.3232,17.1337160120847,1,203.92,-274.2
31504,2022-09-06 20:00:03,sor_120,BUY,XRPUSDT,0.331,0.3232,-18.2137160120847,0,274.2,-203.92
31505,2022-09-06 21:00:02,so_120,SELL,SOLUSDT,31.96,31.19,11.6863078848561,1,234.65,-298.8
31506,2022-09-06 21:00:04,sor_120,BUY,SOLUSDT,31.96,31.19,-12.4063078848561,0,298.8,-234.65
31507,2022-09-06 21:00:06,so_120,SELL,ETHUSDT,1591.96,1581.47,5.86936154174729,1,226.7,-592.1
31508,2022-09-06 21:00:07,sor_120,BUY,ETHUSDT,1591.96,1581.47,-7.30936154174729,0,592.1,-226.7
31509,2022-09-07 16:00:04,so_120,BUY,XRPUSDT,0.3229,0.3247,3.64086094766174,1,85.95,-236.92
31510,2022-09-07 16:00:05,sor_120,SELL,XRPUSDT,0.3229,0.3247,-4.72086094766174,0,236.92,-85.95
31511,2022-09-07 16:00:07,so_120,BUY,MKRUSDT,709.0,726.0,11.6287165021157,1,317.35,-141.05
31512,2022-09-07 16:00:09,sor_120,SELL,MKRUSDT,709.0,726.0,-12.3487165021157,0,141.05,-317.35
31513,2022-09-07 16:00:10,so_120,BUY,DOTUSDT,6.93,7.11,18.9405194805195,1,259.73,-183.98
31514,2022-09-07 16:00:11,sor_120,SELL,DOTUSDT,6.93,7.11,-20.0205194805195,0,183.98,-259.73
31515,2022-09-07 17:00:03,so_120,BUY,BNBUSDT,265.4,267.9,6.52480783722683,1,96.07,-186.53
31516,2022-09-07 17:00:05,sor_120,SELL,BNBUSDT,265.4,267.9,-7.60480783722683,0,186.53,-96.07
31517,2022-09-07 17:00:07,so_120,BUY,SOLUSDT,31.18,31.68,7.65796023091726,1,91.4,-137.9
31518,2022-09-07 17:00:08,sor_120,SELL,SOLUSDT,31.18,31.68,-8.37796023091726,0,137.9,-91.4
31519,2022-09-07 18:00:00,so_120,BUY,BTCUSDT,19094.8,19003.41,-6.88264972662711,0,24.75,-380.88
31520,2022-09-07 18:00:01,sor_120,SELL,BTCUSDT,19094.8,19003.41,5.08264972662711,1,380.88,-24.75
31521,2022-09-07 19:00:05,so_120,BUY,ETHUSDT,1581.77,1571.54,-7.18743837599652,0,44.2,-575.1
31522,2022-09-07 19:00:07,sor_120,SELL,ETHUSDT,1581.77,1571.54,5.74743837599652,1,575.1,-44.2
31523,2022-09-08 13:00:04,so_120,SELL,MKRUSDT,726.0,725.0,0.32870523415978,1,62.0,-89.55
31524,2022-09-08 13:00:07,sor_120,BUY,MKRUSDT,726.0,725.0,-1.04870523415978,0,89.55,-62.0
31525,2022-09-08 18:00:05,so_120,SELL,XRPUSDT,0.3246,0.3336,-21.3348243992606,0,4.65,-249.53
31526,2022-09-08 18:00:06,sor_120,BUY,XRPUSDT,0.3246,0.3336,20.2548243992606,1,249.53,-4.65
31527,2022-09-08 19:00:01,so_120,BUY,XRPUSDT,0.3336,0.3365,5.9797841726619,1,71.93,0.0
31528,2022-09-08 19:00:03,sor_120,SELL,XRPUSDT,0.3336,0.3365,-7.0597841726619,0,0.0,-71.93
31529,2022-09-08 19:00:05,so_120,SELL,BTCUSDT,19004.24,19202.87,-13.9648476340015,0,27.13,-252.38
31530,2022-09-08 19:00:06,sor_120,BUY,BTCUSDT,19004.24,19202.87,12.1648476340015,1,252.38,-27.13
31531,2022-09-08 20:59:58,so_120,BUY,BTCUSDT,19203.56,19372.61,10.1038190835449,1,160.0,-13.63
31532,2022-09-08 21:00:00,sor_120,SELL,BTCUSDT,19203.56,19372.61,-11.9038190835449,0,13.63,-160.0
31533,2022-09-09 04:59:55,so_120,BUY,MKRUSDT,725.0,760.0,23.7779310344828,1,241.4,-41.4
31534,2022-09-09 04:59:57,sor_120,SELL,MKRUSDT,725.0,760.0,-24.4979310344828,0,41.4,-241.4
31535,2022-09-09 22:00:03,so_120,SELL,SOLUSDT,31.68,34.64,-47.0771717171717,0,0.0,-670.75
31536,2022-09-09 22:00:04,sor_120,BUY,SOLUSDT,31.68,34.64,46.3571717171717,1,670.75,0.0
31537,2022-09-10 04:59:55,so_120,SELL,DOTUSDT,7.11,7.74,-66.9956962025316,0,73.88,-875.55
31538,2022-09-10 04:59:56,sor_120,BUY,DOTUSDT,7.11,7.74,65.9156962025316,1,875.55,-73.88
31539,2022-09-10 10:00:05,so_120,SELL,MKRUSDT,760.0,768.0,-5.62315789473684,0,78.95,-230.25
31540,2022-09-10 10:00:06,sor_120,BUY,MKRUSDT,760.0,768.0,4.90315789473684,1,230.25,-78.95
31541,2022-09-10 14:00:03,so_120,SELL,BTCUSDT,19375.26,21168.36,-116.58231858566,0,76.13,-1468.13
31542,2022-09-10 14:00:05,sor_120,BUY,BTCUSDT,19375.26,21168.36,114.78231858566,1,1468.13,-76.13
31543,2022-09-10 14:00:08,so_120,SELL,ETHUSDT,1571.64,1716.3,-92.7639795372985,0,0.0,-1105.5
31544,2022-09-10 14:00:10,sor_120,BUY,ETHUSDT,1571.64,1716.3,91.3239795372985,1,1105.5,0.0
31545,2022-09-10 16:00:05,so_120,BUY,ETHUSDT,1716.46,1715.76,-1.12781608659686,0,31.3,-20.1
31546,2022-09-10 16:00:06,sor_120,SELL,ETHUSDT,1716.46,1715.76,-0.312183913403141,1,20.1,-31.3
31547,2022-09-10 17:00:02,so_120,SELL,ETHUSDT,1715.75,1723.73,-5.37102724755939,0,36.2,-60.7
31548,2022-09-10 17:00:04,sor_120,BUY,ETHUSDT,1715.75,1723.73,3.93102724755939,1,60.7,-36.2
31549,2022-09-10 18:00:00,so_120,SELL,BNBUSDT,268.0,293.0,-70.5026865671642,0,19.58,-817.2
31550,2022-09-10 18:00:01,sor_120,BUY,BNBUSDT,268.0,293.0,69.4226865671642,1,817.2,-19.58
31551,2022-09-10 20:00:00,so_120,BUY,BTCUSDT,21175.15,21583.9,23.2291088847068,1,269.5,-28.63
31552,2022-09-10 20:00:01,sor_120,SELL,BTCUSDT,21175.15,21583.9,-25.0291088847068,0,28.63,-269.5
31553,2022-09-10 20:00:04,so_120,BUY,ETHUSDT,1723.07,1741.48,9.96441792846494,1,121.4,-35.0
31554,2022-09-10 20:00:05,sor_120,SELL,ETHUSDT,1723.07,1741.48,-11.4044179284649,0,35.0,-121.4
31555,2022-09-10 21:00:01,so_120,BUY,BNBUSDT,292.9,293.9,2.02060088767497,1,53.78,-5.1
31556,2022-09-10 21:00:02,sor_120,SELL,BNBUSDT,292.9,293.9,-3.10060088767497,0,5.1,-53.78
31557,2022-09-10 21:59:59,so_120,BUY,SOLUSDT,34.64,34.86,2.81551963048497,1,79.4,-53.4
31558,2022-09-10 22:00:01,sor_120,SELL,SOLUSDT,34.64,34.86,-3.53551963048497,0,53.4,-79.4
31559,2022-09-11 00:00:00,so_120,BUY,DOTUSDT,7.74,7.78,3.33596899224807,1,135.67,-145.35
31560,2022-09-11 00:00:02,sor_120,SELL,DOTUSDT,7.74,7.78,-4.41596899224807,0,145.35,-135.67
31561,2022-09-11 02:59:55,so_120,BUY,MKRUSDT,768.0,769.0,0.291041666666667,1,32.55,-110.7
31562,2022-09-11 02:59:56,sor_120,SELL,MKRUSDT,768.0,769.0,-1.01104166666667,0,110.7,-32.55
31563,2022-09-11 07:59:55,so_120,SELL,XRPUSDT,0.3366,0.356,-43.7663814616755,0,17.85,-561.53
31564,2022-09-11 07:59:57,sor_120,BUY,XRPUSDT,0.3366,0.356,42.6863814616755,1,561.53,-17.85
31565,2022-09-11 08:59:55,so_120,SELL,SOLUSDT,34.86,34.64,2.7954790590935,1,114.75,-77.45
31566,2022-09-11 08:59:57,sor_120,BUY,SOLUSDT,34.86,34.64,-3.5154790590935,0,77.45,-114.75
31567,2022-09-11 11:00:03,so_120,SELL,DOTUSDT,7.79,7.7,8.12495507060332,1,173.33,-48.15
31568,2022-09-11 11:00:05,sor_120,BUY,DOTUSDT,7.79,7.7,-9.20495507060333,0,48.15,-173.33
31569,2022-09-11 13:00:02,so_120,BUY,DOTUSDT,7.69,7.82,12.1388036410923,1,204.83,-9.75
31570,2022-09-11 13:00:04,sor_120,SELL,DOTUSDT,7.69,7.82,-13.2188036410923,0,9.75,-204.83
31571,2022-09-11 17:00:02,so_120,BUY,SOLUSDT,34.63,35.79,16.3884839734334,1,196.35,-26.0
31572,2022-09-11 17:00:04,sor_120,SELL,SOLUSDT,34.63,35.79,-17.1084839734334,0,26.0,-196.35
31573,2022-09-11 18:00:01,so_120,SELL,BNBUSDT,293.8,294.7,-2.83748127978211,0,53.63,-122.55
31574,2022-09-11 18:00:03,sor_120,BUY,BNBUSDT,293.8,294.7,1.75748127978211,1,122.55,-53.63
31575,2022-09-11 19:00:03,so_120,SELL,MKRUSDT,769.0,761.0,4.84156046814044,1,97.55,-45.5
31576,2022-09-11 19:00:05,sor_120,BUY,MKRUSDT,769.0,761.0,-5.56156046814044,0,45.5,-97.55
31577,2022-09-11 20:59:59,so_120,BUY,XRPUSDT,0.3559,0.3595,7.04640067434671,1,75.9,-44.25
31578,2022-09-11 21:00:01,sor_120,SELL,XRPUSDT,0.3559,0.3595,-8.12640067434671,0,44.25,-75.9
31579,2022-09-11 21:00:03,so_120,SELL,DOTUSDT,7.84,7.7,12.8528571428571,1,210.45,-38.25
31580,2022-09-11 21:00:05,sor_120,BUY,DOTUSDT,7.84,7.7,-13.9328571428571,0,38.25,-210.45
31581,2022-09-11 22:00:01,so_120,SELL,XRPUSDT,0.3594,0.3517,15.5284474123539,1,214.95,-20.85
31582,2022-09-11 22:00:02,sor_120,BUY,XRPUSDT,0.3594,0.3517,-16.6084474123539,0,20.85,-214.95
31583,2022-09-11 22:00:05,so_120,SELL,ETHUSDT,1740.37,1735.19,2.25637858616262,1,109.1,-277.6
31584,2022-09-11 22:00:07,sor_120,BUY,ETHUSDT,1740.37,1735.19,-3.69637858616262,0,277.6,-109.1
31585,2022-09-12 10:00:05,so_120,BUY,DOTUSDT,7.69,7.96,25.7928998699609,1,273.08,-136.58
31586,2022-09-12 10:00:07,sor_120,SELL,DOTUSDT,7.69,7.96,-26.8728998699609,0,136.58,-273.08
31587,2022-09-12 10:00:09,so_120,BUY,BNBUSDT,294.7,297.0,5.31341024770956,1,89.1,-119.63
31588,2022-09-12 10:00:11,sor_120,SELL,BNBUSDT,294.7,297.0,-6.39341024770956,0,119.63,-89.1
31589,2022-09-12 12:00:01,so_120,BUY,XRPUSDT,0.3516,0.3548,6.28593856655286,1,134.4,-78.9
31590,2022-09-12 12:00:02,sor_120,SELL,XRPUSDT,0.3516,0.3548,-7.36593856655286,0,78.9,-134.4
31591,2022-09-12 13:00:01,so_120,BUY,MKRUSDT,761.0,760.0,-1.01703022339028,0,39.4,-151.1
31592,2022-09-12 13:00:03,sor_120,SELL,MKRUSDT,761.0,760.0,0.297030223390276,1,151.1,-39.4
31593,2022-09-12 17:00:02,so_120,SELL,MKRUSDT,760.0,739.0,13.4557894736842,1,210.55,-26.3
31594,2022-09-12 17:00:04,sor_120,BUY,MKRUSDT,760.0,739.0,-14.1757894736842,0,26.3,-210.55
31595,2022-09-12 20:00:01,so_120,SELL,BNBUSDT,297.1,294.5,6.02344665095933,1,141.38,-68.18
31596,2022-09-12 20:00:03,sor_120,BUY,BNBUSDT,297.1,294.5,-7.10344665095933,0,68.18,-141.38
31597,2022-09-12 20:59:59,so_120,SELL,DOTUSDT,7.96,7.78,16.4197989949748,1,339.22,-84.83
31598,2022-09-12 21:00:01,sor_120,BUY,DOTUSDT,7.96,7.78,-17.4997989949748,0,84.83,-339.22
31599,2022-09-13 06:59:58,so_120,SELL,XRPUSDT,0.3547,0.3548,-0.751446292641646,0,120.53,-116.32
31600,2022-09-13 07:00:00,sor_120,BUY,XRPUSDT,0.3547,0.3548,-0.328553707358354,1,116.32,-120.53
31601,2022-09-13 07:59:54,so_120,SELL,BTCUSDT,21572.97,22274.22,-41.5324442114368,0,126.75,-575.38
31602,2022-09-13 07:59:56,sor_120,BUY,BTCUSDT,21572.97,22274.22,39.7324442114368,1,575.38,-126.75
31603,2022-09-13 10:00:06,so_120,BUY,BTCUSDT,22273.83,22381.14,5.12220183955777,1,87.88,-50.38
31604,2022-09-13 10:00:07,sor_120,SELL,BTCUSDT,22273.83,22381.14,-6.92220183955777,0,50.38,-87.88
31605,2022-09-13 10:47:39,so_120,BUY,XRPUSDT,0.3548,0.3544,-1.38554678692223,0,59.18,-31.72
31606,2022-09-13 10:49:39,sor_120,SELL,XRPUSDT,0.3548,0.3542,0.728320180383292,1,31.72,-59.18
31607,2022-09-13 13:00:01,so_120,SELL,XRPUSDT,0.3542,0.343,23.1754150197628,1,285.83,-69.9
31608,2022-09-13 13:00:02,sor_120,BUY,XRPUSDT,0.3543,0.343,-24.4604064352243,0,67.73,-287.93
31609,2022-09-13 15:00:02,so_120,SELL,BTCUSDT,22375.83,20998.54,76.0407213050868,1,848.5,-215.38
31610,2022-09-13 15:00:07,sor_120,BUY,BTCUSDT,22375.83,20998.54,-77.8407213050868,0,215.38,-848.5
31611,2022-09-15 04:27:29,so_120,SELL,SOLUSDT,35.82,33.0,39.0034840871022,1,393.65,-436.9
31612,2022-09-15 04:27:31,sor_120,BUY,SOLUSDT,35.82,33.0,-39.7234840871022,0,436.9,-393.65
31613,2022-09-15 08:59:52,so_120,BUY,XRPUSDT,0.3433,0.3402,-7.31250218467811,0,17.48,-203.18
31614,2022-09-15 08:59:54,sor_120,SELL,XRPUSDT,0.3433,0.3402,6.23250218467811,1,203.18,-17.48
31615,2022-09-15 11:00:09,so_120,BUY,ETHUSDT,1734.36,1582.53,-88.2623787448972,0,279.5,-934.7
31616,2022-09-15 11:00:11,sor_120,SELL,ETHUSDT,1734.36,1582.53,86.8223787448972,1,934.7,-279.5
31617,2022-09-15 13:00:04,so_120,SELL,ETHUSDT,1584.28,1588.64,-3.47203878102364,0,60.7,-98.5
31618,2022-09-15 13:00:06,sor_120,BUY,ETHUSDT,1584.28,1588.64,2.03203878102364,1,98.5,-60.7
31619,2022-09-15 15:00:03,so_120,SELL,XRPUSDT,0.3403,0.326,30.976309138995,1,324.0,0.0
31620,2022-09-15 15:00:05,sor_120,BUY,XRPUSDT,0.3403,0.326,-32.056309138995,0,0.0,-324.0
31621,2022-09-15 19:00:04,so_120,BUY,SOLUSDT,33.0,33.4,5.70060606060604,1,274.25,-84.85
31622,2022-09-15 19:00:06,sor_120,SELL,SOLUSDT,33.0,33.4,-6.42060606060604,0,84.85,-274.25
31623,2022-09-15 22:59:59,so_120,SELL,SOLUSDT,33.43,33.02,5.77221657194132,1,95.7,-55.35
31624,2022-09-15 23:00:01,sor_120,BUY,SOLUSDT,33.43,33.02,-6.49221657194132,0,55.35,-95.7
31625,2022-09-16 21:00:00,so_120,BUY,XRPUSDT,0.3264,0.3453,42.8883088235293,1,512.4,-110.33
31626,2022-09-16 21:00:02,sor_120,SELL,XRPUSDT,0.3264,0.3453,-43.9683088235293,0,110.33,-512.4
31627,2022-09-16 23:00:00,so_120,BUY,BNBUSDT,294.3,274.4,-51.2535575942916,0,104.48,-703.35
31628,2022-09-16 23:00:02,sor_120,SELL,BNBUSDT,294.3,274.4,50.1735575942916,1,703.35,-104.48
31629,2022-09-17 06:59:56,so_120,BUY,BTCUSDT,20991.65,19838.86,-69.5457472375921,0,0.0,-984.0
31630,2022-09-17 06:59:58,sor_120,SELL,BTCUSDT,20991.65,19838.86,67.7457472375921,1,984.0,0.0
31631,2022-09-17 08:59:55,so_120,BUY,MKRUSDT,739.0,671.0,-46.3681190798376,0,67.65,-595.4
31632,2022-09-17 08:59:56,sor_120,SELL,MKRUSDT,739.0,671.0,45.6481190798376,1,595.4,-67.65
31633,2022-09-17 08:59:58,so_120,BUY,DOTUSDT,7.78,7.02,-73.8047814910027,0,163.88,-1021.88
31634,2022-09-17 08:59:59,sor_120,SELL,DOTUSDT,7.78,7.02,72.7247814910026,1,1021.88,-163.88
31635,2022-09-17 13:00:04,so_120,BUY,SOLUSDT,33.04,32.8,-3.99196125907993,0,30.25,-230.0
31636,2022-09-17 13:00:06,sor_120,SELL,SOLUSDT,33.04,32.8,3.27196125907993,1,230.0,-30.25
31637,2022-09-17 22:59:59,so_120,BUY,ETHUSDT,1588.9,1465.63,-78.3019749512241,0,18.0,-1141.4
31638,2022-09-17 23:00:00,sor_120,SELL,ETHUSDT,1588.9,1465.63,76.8619749512241,1,1141.4,-18.0
31639,2022-09-18 13:00:01,so_120,SELL,DOTUSDT,7.02,6.9,12.2805128205127,1,181.65,-149.55
31640,2022-09-18 13:00:03,sor_120,BUY,DOTUSDT,7.02,6.9,-13.3605128205127,0,149.55,-181.65
31641,2022-09-18 17:00:00,so_120,SELL,MKRUSDT,671.0,658.0,9.32703427719821,1,126.7,-126.7
31642,2022-09-18 17:00:02,sor_120,BUY,MKRUSDT,671.0,658.0,-10.0470342771982,0,126.7,-126.7
31643,2022-09-18 17:00:04,so_120,SELL,ETHUSDT,1465.34,1395.58,46.8866987866297,1,537.6,-53.7
31644,2022-09-18 17:00:06,sor_120,BUY,ETHUSDT,1465.34,1395.58,-48.3266987866297,0,53.7,-537.6
31645,2022-09-18 18:59:58,so_120,SELL,BTCUSDT,19842.51,19636.24,12.0941978106598,1,172.0,-216.38
31646,2022-09-18 19:00:00,sor_120,BUY,BTCUSDT,19842.51,19636.24,-13.8941978106598,0,216.38,-172.0
31647,2022-09-18 19:00:02,so_120,SELL,BNBUSDT,274.2,272.2,4.93045951859956,1,79.35,-161.4
31648,2022-09-18 19:00:03,sor_120,BUY,BNBUSDT,274.2,272.2,-6.01045951859956,0,161.4,-79.35
31649,2022-09-18 21:00:01,so_120,SELL,SOLUSDT,32.8,32.26,7.87170731707316,1,109.75,-181.4
31650,2022-09-18 21:00:03,sor_120,BUY,SOLUSDT,32.8,32.26,-8.59170731707316,0,181.4,-109.75
31651,2022-09-19 06:59:55,so_120,SELL,XRPUSDT,0.3453,0.3459,-1.84321459600345,0,108.6,-1142.48
31652,2022-09-19 06:59:56,sor_120,BUY,XRPUSDT,0.3453,0.3459,0.763214596003452,1,1142.48,-108.6
31653,2022-09-20 00:59:59,so_120,BUY,XRPUSDT,0.346,0.3792,71.4253179190752,1,1018.8,-62.85
31654,2022-09-20 01:00:01,sor_120,SELL,XRPUSDT,0.346,0.3792,-72.5053179190752,0,62.85,-1018.8
31655,2022-09-20 03:00:00,so_120,BUY,SOLUSDT,32.28,32.44,2.11831474597269,1,123.9,-272.6
31656,2022-09-20 03:00:02,sor_120,SELL,SOLUSDT,32.28,32.44,-2.83831474597269,0,272.6,-123.9
31657,2022-09-20 04:59:57,so_120,BUY,BTCUSDT,19629.44,19331.16,-19.8944287763685,0,75.88,-868.63
31658,2022-09-20 04:59:58,sor_120,SELL,BTCUSDT,19629.44,19331.16,18.0944287763685,1,868.63,-75.88
31659,2022-09-20 07:00:02,so_120,BUY,BNBUSDT,272.3,270.7,-4.9469041498348,0,35.78,-429.68
31660,2022-09-20 07:00:04,sor_120,SELL,BNBUSDT,272.3,270.7,3.8669041498348,1,429.68,-35.78
31661,2022-09-20 08:59:56,so_120,BUY,ETHUSDT,1394.73,1357.06,-27.7288117413407,0,23.5,-812.1
31662,2022-09-20 08:59:58,sor_120,SELL,ETHUSDT,1394.73,1357.06,26.2888117413407,1,812.1,-23.5
31663,2022-09-20 19:00:01,so_120,SELL,BTCUSDT,19326.84,18974.41,21.8940780800172,1,373.0,-162.13
31664,2022-09-20 19:00:03,sor_120,BUY,BTCUSDT,19326.84,18974.41,-23.6940780800172,0,162.13,-373.0
31665,2022-09-21 01:00:00,so_120,SELL,SOLUSDT,32.45,31.74,10.5799075500771,1,178.75,-41.6
31666,2022-09-21 01:00:02,sor_120,BUY,SOLUSDT,32.45,31.74,-11.2999075500771,0,41.6,-178.75
31667,2022-09-21 04:59:55,so_120,SELL,ETHUSDT,1357.34,1338.62,13.0716807874225,1,325.5,-189.9
31668,2022-09-21 04:59:57,sor_120,BUY,ETHUSDT,1357.34,1338.62,-14.5116807874225,0,189.9,-325.5
31669,2022-09-21 06:59:57,so_120,SELL,BNBUSDT,270.7,265.3,14.4212116734392,1,180.08,-58.2
31670,2022-09-21 06:59:59,sor_120,BUY,BNBUSDT,270.7,265.3,-15.5012116734392,0,58.2,-180.08
31671,2022-09-21 20:59:59,so_120,BUY,DOTUSDT,6.9,6.23,-73.3660869565217,0,10.88,-869.55
31672,2022-09-21 21:00:01,sor_120,SELL,DOTUSDT,6.9,6.23,72.2860869565217,1,869.55,-10.88
31673,2022-09-21 21:00:02,so_120,BUY,BNBUSDT,265.2,268.3,8.22696832579192,1,313.95,-53.7
31674,2022-09-21 21:00:03,sor_120,SELL,BNBUSDT,265.2,268.3,-9.30696832579192,0,53.7,-313.95
31675,2022-09-21 22:59:57,so_120,SELL,DOTUSDT,6.23,6.08,17.5177849117175,1,312.98,0.0
31676,2022-09-21 22:59:59,sor_120,BUY,DOTUSDT,6.23,6.08,-18.5977849117175,0,0.0,-312.98
31677,2022-09-22 00:59:58,so_120,SELL,BNBUSDT,268.4,264.6,10.0784798807748,1,217.95,0.0
31678,2022-09-22 00:59:59,sor_120,BUY,BNBUSDT,268.4,264.6,-11.1584798807748,0,0.0,-217.95
31679,2022-09-22 13:00:01,so_120,BUY,MKRUSDT,658.0,640.0,-14.037811550152,0,7.6,-585.1
31680,2022-09-22 13:00:03,sor_120,SELL,MKRUSDT,658.0,640.0,13.317811550152,1,585.1,-7.6
31681,2022-09-22 13:00:05,so_120,BUY,DOTUSDT,6.08,6.46,46.335,1,505.73,-24.68
31682,2022-09-22 13:00:06,sor_120,SELL,DOTUSDT,6.08,6.46,-47.415,0,24.68,-505.73
31683,2022-09-22 17:00:00,so_120,BUY,BTCUSDT,18987.5,19038.41,2.45154707044107,1,595.25,-541.25
31684,2022-09-22 17:00:02,sor_120,SELL,BTCUSDT,18987.5,19038.41,-4.25154707044107,0,541.25,-595.25
31685,2022-09-22 17:00:04,so_120,BUY,BNBUSDT,264.5,270.0,15.0554631379962,1,189.98,-2.85
31686,2022-09-22 17:00:06,sor_120,SELL,BNBUSDT,264.5,270.0,-16.1354631379962,0,2.85,-189.98
31687,2022-09-22 17:00:07,so_120,BUY,SOLUSDT,31.73,31.91,2.47643239836117,1,274.2,-266.3
31688,2022-09-22 17:00:08,sor_120,SELL,SOLUSDT,31.73,31.91,-3.19643239836117,0,266.3,-274.2
31689,2022-09-23 04:59:57,so_120,BUY,ETHUSDT,1338.71,1350.73,8.25879301715829,1,502.6,-877.4
31690,2022-09-23 04:59:59,sor_120,SELL,ETHUSDT,1338.71,1350.73,-9.69879301715829,0,877.4,-502.6
