number,date,strategy,side,instrument,open,close,profit,result,max_profit,max_lose
35725,2023-11-16 21:00:18,so_120,SELL,BNBUSDT,252.8,241.1,34.1712341772152,1,370.88,-86.03
35726,2023-11-16 21:00:20,sor_120,BUY,BNBUSDT,252.8,241.1,-35.2512341772152,0,86.03,-370.88
35727,2023-11-16 21:00:22,sorev_120,SELL,BNBUSDT,252.8,241.1,34.1712341772152,1,370.88,-86.03
35728,2023-11-16 23:00:11,so_120,SELL,BTCUSDT,37427.37,36225.99,23.5342269627816,1,383.4,-38.85
35729,2023-11-16 23:00:13,sor_120,BUY,BTCUSDT,37427.37,36225.99,-24.6142269627816,0,38.85,-383.4
35730,2023-11-16 23:00:15,sorev_120,BUY,BTCUSDT,37427.37,36225.99,-24.6142269627816,0,38.85,-383.4
35731,2023-11-16 23:00:18,so_120,SELL,LTCUSDT,73.58,71.13,24.4328187007339,1,381.23,-42.82
35732,2023-11-16 23:00:20,sor_120,BUY,LTCUSDT,73.58,71.13,-25.5128187007339,0,42.82,-381.23
35733,2023-11-16 23:00:22,sorev_120,SELL,LTCUSDT,73.58,71.13,24.4328187007339,1,381.23,-42.82
35734,2023-11-16 23:00:26,so_120,SELL,ETHUSDT,2055.1,1966.96,42.168423920977,1,562.9,-170.8
35735,2023-11-16 23:00:28,sor_120,BUY,ETHUSDT,2055.1,1966.96,-43.608423920977,0,170.8,-562.9
35736,2023-11-16 23:00:30,sorev_120,BUY,ETHUSDT,2055.1,1966.96,-43.608423920977,0,170.8,-562.9
35737,2023-11-17 01:00:08,so_120,SELL,DOTUSDT,5.588,5.415,15.1195991410165,1,277.4,-190.6
35738,2023-11-17 01:00:10,sor_120,BUY,DOTUSDT,5.588,5.415,-15.8395991410165,0,190.6,-277.4
35739,2023-11-17 01:00:12,sorev_120,BUY,DOTUSDT,5.588,5.415,-15.8395991410165,0,190.6,-277.4
35740,2023-11-17 01:00:17,so_120,SELL,SOLUSDT,65.0,59.79,39.7169230769231,1,658.45,-245.4
35741,2023-11-17 01:00:18,sor_120,BUY,SOLUSDT,65.0,59.79,-40.4369230769231,0,245.4,-658.45
35742,2023-11-17 01:00:20,sorev_120,BUY,SOLUSDT,65.0,59.79,-40.4369230769231,0,245.4,-658.45
35743,2023-11-17 03:00:12,so_120,SELL,EOSUSDT,0.729,0.72,8.71925925925927,1,432.08,-236.62
35744,2023-11-17 03:00:15,sor_120,BUY,EOSUSDT,0.729,0.72,-9.79925925925927,0,236.62,-432.08
35745,2023-11-17 03:00:18,sorev_120,SELL,EOSUSDT,0.729,0.72,8.71925925925927,1,432.08,-236.62
35746,2023-11-17 03:00:22,so_120,SELL,AXSUSDT,6.45,6.53,-6.5615503875969,0,255.8,-116.3
35747,2023-11-17 03:00:24,sor_120,BUY,AXSUSDT,6.45,6.53,5.8415503875969,1,116.3,-255.8
35748,2023-11-17 03:00:26,sorev_120,SELL,AXSUSDT,6.45,6.53,-6.5615503875969,0,255.8,-116.3
35749,2023-11-17 05:01:48,so_120,BUY,AXSUSDT,6.52,6.51,-1.12687116564416,0,99.7,-46.0
35750,2023-11-17 05:01:50,sor_120,SELL,AXSUSDT,6.52,6.51,0.406871165644155,1,46.0,-99.7
35751,2023-11-17 05:01:52,sorev_120,BUY,AXSUSDT,6.52,6.51,-1.12687116564416,0,99.7,-46.0
35752,2023-11-17 17:00:09,so_120,SELL,AXSUSDT,6.57,6.12,33.8865753424658,1,403.35,-144.6
35753,2023-11-17 17:00:12,sor_120,BUY,AXSUSDT,6.57,6.12,-34.6065753424658,0,144.6,-403.35
35754,2023-11-17 17:00:15,sorev_120,SELL,AXSUSDT,6.57,6.12,33.8865753424658,1,403.35,-144.6
35755,2023-11-18 11:00:07,so_120,BUY,BTCUSDT,36391.99,36472.47,1.11860674285749,1,69.08,-108.68
35756,2023-11-18 11:00:09,sor_120,SELL,BTCUSDT,36391.99,36472.47,-2.19860674285749,0,108.68,-69.08
35757,2023-11-18 11:00:12,sorev_120,SELL,BTCUSDT,36391.99,36472.47,-2.19860674285749,0,108.68,-69.08
35758,2023-11-18 23:00:07,so_120,BUY,BNBUSDT,244.2,244.3,-0.232874692874623,1,52.2,-178.13
35759,2023-11-18 23:00:10,sor_120,SELL,BNBUSDT,244.2,244.3,-0.847125307125377,0,178.13,-52.2
35760,2023-11-18 23:00:12,sorev_120,BUY,BNBUSDT,244.2,244.3,-0.232874692874623,1,52.2,-178.13
35761,2023-11-18 23:00:15,so_120,BUY,EOSUSDT,0.713,0.711,-2.64378681626929,0,73.65,-410.25
35762,2023-11-18 23:00:17,sor_120,SELL,EOSUSDT,0.713,0.711,1.56378681626929,1,410.25,-73.65
35763,2023-11-18 23:00:19,sorev_120,BUY,EOSUSDT,0.713,0.711,-2.64378681626929,0,73.65,-410.25
35764,2023-11-19 01:00:10,so_120,BUY,MKRUSDT,1375.0,1356.0,-7.26909090909091,0,0.0,-243.65
35765,2023-11-19 01:00:13,sor_120,SELL,MKRUSDT,1375.0,1356.0,6.54909090909091,1,243.65,0.0
35766,2023-11-19 01:00:15,sorev_120,SELL,MKRUSDT,1375.0,1356.0,6.54909090909091,1,243.65,0.0
35767,2023-11-19 01:00:20,so_120,BUY,SOLUSDT,59.18,57.43,-15.1454004731328,0,65.9,-425.8
35768,2023-11-19 01:00:22,sor_120,SELL,SOLUSDT,59.18,57.43,14.4254004731328,1,425.8,-65.9
35769,2023-11-19 01:00:24,sorev_120,SELL,SOLUSDT,59.18,57.43,14.4254004731328,1,425.8,-65.9
35770,2023-11-19 03:00:05,so_120,BUY,XRPUSDT,0.6218,0.6056,-20.0800450305564,0,30.15,-426.97
35771,2023-11-19 03:00:07,sor_120,SELL,XRPUSDT,0.6218,0.6056,19.0000450305564,1,426.97,-30.15
35772,2023-11-19 03:00:09,sorev_120,BUY,XRPUSDT,0.6218,0.6056,-20.0800450305564,0,30.15,-426.97
35773,2023-11-19 03:00:17,so_120,BUY,ETHUSDT,1976.98,1948.4,-15.1763930844014,0,51.7,-352.4
35774,2023-11-19 03:00:19,sor_120,SELL,ETHUSDT,1976.98,1948.4,13.7363930844014,1,352.4,-51.7
35775,2023-11-19 03:00:21,sorev_120,SELL,ETHUSDT,1976.98,1948.4,13.7363930844014,1,352.4,-51.7
35776,2023-11-19 05:00:10,so_120,BUY,DOTUSDT,5.453,5.28,-16.2228278012103,0,22.0,-420.85
35777,2023-11-19 05:00:13,sor_120,SELL,DOTUSDT,5.453,5.28,15.5028278012103,1,420.85,-22.0
35778,2023-11-19 05:00:14,sorev_120,SELL,DOTUSDT,5.453,5.28,15.5028278012103,1,420.85,-22.0
35779,2023-11-19 05:00:19,so_120,BUY,LTCUSDT,69.69,69.72,-0.217141627206187,1,196.95,-234.6
35780,2023-11-19 05:00:21,sor_120,SELL,LTCUSDT,69.69,69.72,-0.862858372793813,0,234.6,-196.95
35781,2023-11-19 05:00:23,sorev_120,BUY,LTCUSDT,69.69,69.72,-0.217141627206187,1,196.95,-234.6
35782,2023-11-19 21:00:08,so_120,BUY,AXSUSDT,6.13,6.23,7.7966068515498,1,179.45,-293.65
35783,2023-11-19 21:00:11,sor_120,SELL,AXSUSDT,6.13,6.23,-8.5166068515498,0,293.65,-179.45
35784,2023-11-19 21:00:13,sorev_120,BUY,AXSUSDT,6.13,6.23,7.7966068515498,1,179.45,-293.65
35785,2023-11-20 19:00:07,so_120,SELL,SOLUSDT,57.48,57.24,1.72768267223378,1,71.35,-395.8
35786,2023-11-20 19:00:10,sor_120,BUY,SOLUSDT,57.48,57.24,-2.44768267223378,0,395.8,-71.35
35787,2023-11-20 19:00:12,sorev_120,BUY,SOLUSDT,57.48,57.24,-2.44768267223378,0,395.8,-71.35
35788,2023-11-21 01:00:08,so_120,SELL,EOSUSDT,0.709,0.711,-2.65565585331453,0,148.13,-211.58
35789,2023-11-21 01:00:10,sor_120,BUY,EOSUSDT,0.709,0.711,1.57565585331453,1,211.58,-148.13
35790,2023-11-21 01:00:12,sorev_120,SELL,EOSUSDT,0.709,0.711,-2.65565585331453,0,148.13,-211.58
35791,2023-11-21 03:00:06,so_120,SELL,XRPUSDT,0.6055,0.6098,-5.86617671345991,0,23.55,-286.13
35792,2023-11-21 03:00:08,sor_120,BUY,XRPUSDT,0.6055,0.6098,4.78617671345991,1,286.13,-23.55
35793,2023-11-21 03:00:10,sorev_120,SELL,XRPUSDT,0.6055,0.6098,-5.86617671345991,0,23.55,-286.13
35794,2023-11-21 03:00:14,so_120,SELL,DOTUSDT,5.278,5.21,6.08183402804089,1,80.5,-274.75
35795,2023-11-21 03:00:16,sor_120,BUY,DOTUSDT,5.278,5.21,-6.80183402804089,0,274.75,-80.5
35796,2023-11-21 03:00:18,sorev_120,BUY,DOTUSDT,5.278,5.21,-6.80183402804089,0,274.75,-80.5
35797,2023-11-21 05:00:08,so_120,SELL,LTCUSDT,69.69,69.67,-0.324761084804175,1,109.8,-142.05
35798,2023-11-21 05:00:10,sor_120,BUY,LTCUSDT,69.69,69.67,-0.755238915195825,0,142.05,-109.8
35799,2023-11-21 05:00:12,sorev_120,SELL,LTCUSDT,69.69,69.67,-0.324761084804175,1,109.8,-142.05
35800,2023-11-21 09:00:10,so_120,SELL,AXSUSDT,6.23,6.19,2.85027287319422,1,168.55,-72.25
35801,2023-11-21 09:00:13,sor_120,BUY,AXSUSDT,6.23,6.19,-3.57027287319422,0,72.25,-168.55
35802,2023-11-21 09:00:16,sorev_120,SELL,AXSUSDT,6.23,6.19,2.85027287319422,1,168.55,-72.25
35803,2023-11-21 15:00:12,so_120,SELL,ETHUSDT,1948.01,1989.46,-21.9981248556219,0,22.3,-606.5
35804,2023-11-21 15:00:14,sor_120,BUY,ETHUSDT,1948.01,1989.46,20.5581248556219,1,606.5,-22.3
35805,2023-11-21 15:00:17,sorev_120,BUY,ETHUSDT,1948.01,1989.46,20.5581248556219,1,606.5,-22.3
35806,2023-11-21 17:00:06,so_120,SELL,BTCUSDT,36472.46,37182.81,-15.1472543502686,0,40.8,-261.15
35807,2023-11-21 17:00:09,sor_120,BUY,BTCUSDT,36472.46,37182.81,14.0672543502686,1,261.15,-40.8
35808,2023-11-21 17:00:12,sorev_120,BUY,BTCUSDT,36472.46,37182.81,14.0672543502686,1,261.15,-40.8
35809,2023-11-21 23:00:10,so_120,SELL,BNBUSDT,244.1,225.0,58.1449651782056,1,599.18,-838.8
35810,2023-11-21 23:00:12,sor_120,BUY,BNBUSDT,244.1,225.0,-59.2249651782056,0,838.8,-599.18
35811,2023-11-21 23:00:14,sorev_120,SELL,BNBUSDT,244.1,225.0,58.1449651782056,1,599.18,-838.8
35812,2023-11-22 17:00:10,so_120,BUY,ETHUSDT,1988.9,2033.55,21.7295952536577,1,319.6,-293.4
35813,2023-11-22 17:00:13,sor_120,SELL,ETHUSDT,1988.9,2033.55,-23.1695952536577,0,293.4,-319.6
35814,2023-11-22 17:00:16,sorev_120,SELL,ETHUSDT,1988.9,2033.55,-23.1695952536577,0,293.4,-319.6
35815,2023-11-22 21:00:13,so_120,BUY,SOLUSDT,57.18,58.54,11.5322700244841,1,140.8,-519.4
35816,2023-11-22 21:00:16,sor_120,SELL,SOLUSDT,57.18,58.54,-12.2522700244841,0,519.4,-140.8
35817,2023-11-22 21:00:19,sorev_120,SELL,SOLUSDT,57.18,58.54,-12.2522700244841,0,519.4,-140.8
35818,2023-11-22 23:00:09,so_120,BUY,DOTUSDT,5.208,5.167,-4.29625192012292,0,75.85,-370.6
35819,2023-11-22 23:00:12,sor_120,SELL,DOTUSDT,5.208,5.167,3.57625192012292,1,370.6,-75.85
35820,2023-11-22 23:00:15,sorev_120,SELL,DOTUSDT,5.208,5.167,3.57625192012292,1,370.6,-75.85
35821,2023-11-23 01:00:12,so_120,BUY,XRPUSDT,0.6092,0.6089,-0.909336835193656,0,97.27,-413.63
35822,2023-11-23 01:00:15,sor_120,SELL,XRPUSDT,0.6092,0.6089,-0.170663164806344,1,413.63,-97.27
35823,2023-11-23 01:00:17,sorev_120,BUY,XRPUSDT,0.6092,0.6089,-0.909336835193656,0,97.27,-413.63
35824,2023-11-23 01:00:21,so_120,BUY,BTCUSDT,37167.71,37303.03,2.1905959931349,1,139.73,-306.23
35825,2023-11-23 01:00:23,sor_120,SELL,BTCUSDT,37167.71,37303.03,-3.2705959931349,0,306.23,-139.73
35826,2023-11-23 01:00:24,sorev_120,SELL,BTCUSDT,37167.71,37303.03,-3.2705959931349,0,306.23,-139.73
35827,2023-11-23 05:00:08,so_120,BUY,AXSUSDT,6.18,5.9,-23.0137216828478,0,40.45,-582.5
35828,2023-11-23 05:00:11,sor_120,SELL,AXSUSDT,6.18,5.9,22.2937216828478,1,582.5,-40.45
35829,2023-11-23 05:00:13,sorev_120,BUY,AXSUSDT,6.18,5.9,-23.0137216828478,0,40.45,-582.5
35830,2023-11-23 07:00:07,so_120,BUY,LTCUSDT,69.66,70.44,7.85793281653748,1,237.98,-478.05
35831,2023-11-23 07:00:10,sor_120,SELL,LTCUSDT,69.66,70.44,-8.93793281653748,0,478.05,-237.98
35832,2023-11-23 07:00:13,sorev_120,BUY,LTCUSDT,69.66,70.44,7.85793281653748,1,237.98,-478.05
35833,2023-11-23 09:00:07,so_120,BUY,EOSUSDT,0.712,0.682,-32.1411235955055,0,63.22,-768.98
35834,2023-11-23 09:00:10,sor_120,SELL,EOSUSDT,0.712,0.682,31.0611235955055,1,768.98,-63.22
35835,2023-11-23 09:00:14,sorev_120,BUY,EOSUSDT,0.712,0.682,-32.1411235955055,0,63.22,-768.98
35836,2023-11-24 01:00:12,so_120,SELL,EOSUSDT,0.682,0.676,6.05824046920822,1,230.93,0.0
35837,2023-11-24 01:00:14,sor_120,BUY,EOSUSDT,0.682,0.676,-7.13824046920822,0,0.0,-230.93
35838,2023-11-24 01:00:16,sorev_120,SELL,EOSUSDT,0.682,0.676,6.05824046920822,1,230.93,0.0
35839,2023-11-24 03:00:12,so_120,SELL,DOTUSDT,5.17,5.171,-0.456711798839491,0,84.15,-47.4
35840,2023-11-24 03:00:15,sor_120,BUY,DOTUSDT,5.17,5.171,-0.263288201160509,1,47.4,-84.15
35841,2023-11-24 03:00:18,sorev_120,BUY,DOTUSDT,5.17,5.171,-0.263288201160509,1,47.4,-84.15
35842,2023-11-24 03:00:23,so_120,SELL,AXSUSDT,5.9,5.87,2.18237288135595,1,118.65,-33.9
35843,2023-11-24 03:00:25,sor_120,BUY,AXSUSDT,5.9,5.87,-2.90237288135595,0,33.9,-118.65
35844,2023-11-24 03:00:27,sorev_120,SELL,AXSUSDT,5.9,5.87,2.18237288135595,1,118.65,-33.9
35845,2023-11-24 07:00:10,so_120,BUY,AXSUSDT,5.87,5.88,0.491788756388397,1,25.55,-17.05
35846,2023-11-24 07:00:13,sor_120,SELL,AXSUSDT,5.87,5.88,-1.2117887563884,0,17.05,-25.55
35847,2023-11-24 07:00:16,sorev_120,BUY,AXSUSDT,5.87,5.88,0.491788756388397,1,25.55,-17.05
35848,2023-11-24 07:00:20,so_120,SELL,SOLUSDT,58.61,56.99,13.4601672069612,1,209.85,-81.05
35849,2023-11-24 07:00:23,sor_120,BUY,SOLUSDT,58.61,56.99,-14.1801672069612,0,81.05,-209.85
35850,2023-11-24 07:00:26,sorev_120,BUY,SOLUSDT,58.61,56.99,-14.1801672069612,0,81.05,-209.85
35851,2023-11-24 07:02:37,so_120,BUY,EOSUSDT,0.676,0.675,-1.6494674556213,0,44.4,-33.3
35852,2023-11-24 07:02:39,sor_120,SELL,EOSUSDT,0.676,0.675,0.569467455621303,1,33.3,-44.4
35853,2023-11-24 07:02:41,sorev_120,BUY,EOSUSDT,0.676,0.675,-1.6494674556213,0,44.4,-33.3
35854,2023-11-24 09:00:12,so_120,BUY,DOTUSDT,5.17,5.188,1.38081237911023,1,80.25,-18.4
35855,2023-11-24 09:00:23,sor_120,SELL,DOTUSDT,5.17,5.188,-2.10081237911023,0,18.4,-80.25
35856,2023-11-24 09:00:49,sorev_120,SELL,DOTUSDT,5.17,5.188,-2.10081237911023,0,18.4,-80.25
35857,2023-11-24 09:01:45,so_120,BUY,BNBUSDT,225.1,233.8,28.4471168369614,1,466.43,-33.3
35858,2023-11-24 09:01:51,sor_120,SELL,BNBUSDT,225.1,233.8,-29.5271168369614,0,33.3,-466.43
35859,2023-11-24 09:02:02,sorev_120,BUY,BNBUSDT,225.1,233.8,28.4471168369614,1,466.43,-33.3
35860,2023-11-24 11:01:34,so_120,BUY,SOLUSDT,56.91,57.8,7.4593639079248,1,163.4,-20.2
35861,2023-11-24 11:01:36,sor_120,SELL,SOLUSDT,56.91,57.8,-8.1793639079248,0,20.2,-163.4
35862,2023-11-24 11:01:38,sorev_120,SELL,SOLUSDT,56.91,57.8,-8.1793639079248,0,20.2,-163.4
35863,2023-11-24 19:21:18,so_120,SELL,MKRUSDT,1356.0,1452.0,-35.7582300884956,0,44.25,-519.9
35864,2023-11-24 19:21:21,sor_120,BUY,MKRUSDT,1356.0,1452.0,35.0382300884956,1,519.9,-44.25
35865,2023-11-24 19:21:23,sorev_120,BUY,MKRUSDT,1356.0,1452.0,35.0382300884956,1,519.9,-44.25
35866,2023-11-24 21:00:06,so_120,SELL,BNBUSDT,233.9,233.3,1.3838991021804,1,64.13,-89.78
35867,2023-11-24 21:00:09,sor_120,BUY,BNBUSDT,233.9,233.3,-2.4638991021804,0,89.78,-64.13
35868,2023-11-24 21:00:11,sorev_120,SELL,BNBUSDT,233.9,233.3,1.3838991021804,1,64.13,-89.78
35869,2023-11-25 01:00:13,so_120,SELL,SOLUSDT,57.81,56.69,9.32690537969213,1,175.6,-57.1
35870,2023-11-25 01:00:16,sor_120,BUY,SOLUSDT,57.81,56.69,-10.0469053796921,0,57.1,-175.6
35871,2023-11-25 01:00:18,sorev_120,BUY,SOLUSDT,57.81,56.69,-10.0469053796921,0,57.1,-175.6
35872,2023-11-25 03:00:12,so_120,BUY,SOLUSDT,56.74,59.56,24.4901938667607,1,268.75,-2.65
35873,2023-11-25 03:00:14,sor_120,SELL,SOLUSDT,56.74,59.56,-25.2101938667607,0,2.65,-268.75
35874,2023-11-25 03:00:18,sorev_120,SELL,SOLUSDT,56.74,59.56,-25.2101938667607,0,2.65,-268.75
35875,2023-11-25 11:00:10,so_120,BUY,BNBUSDT,233.2,233.6,0.746449399656965,1,80.4,-51.45
35876,2023-11-25 11:00:13,sor_120,SELL,BNBUSDT,233.2,233.6,-1.82644939965697,0,51.45,-80.4
35877,2023-11-25 11:00:16,sorev_120,BUY,BNBUSDT,233.2,233.6,0.746449399656965,1,80.4,-51.45
35878,2023-11-25 17:00:04,so_120,SELL,XRPUSDT,0.609,0.6199,-13.9636453201971,0,36.98,-205.65
35879,2023-11-25 17:00:07,sor_120,BUY,XRPUSDT,0.609,0.6199,12.8836453201971,1,205.65,-36.98
35880,2023-11-25 17:00:09,sorev_120,SELL,XRPUSDT,0.609,0.6199,-13.9636453201971,0,36.98,-205.65
35881,2023-11-25 17:00:17,so_120,SELL,ETHUSDT,2033.88,2077.81,-22.3191110586661,0,20.0,-481.6
35882,2023-11-25 17:00:19,sor_120,BUY,ETHUSDT,2033.88,2077.81,20.8791110586661,1,481.6,-20.0
35883,2023-11-25 17:00:22,sorev_120,BUY,ETHUSDT,2033.88,2077.81,20.8791110586661,1,481.6,-20.0
35884,2023-11-25 19:00:07,so_120,SELL,BNBUSDT,233.5,233.4,-0.218800856531068,1,35.32,-19.28
35885,2023-11-25 19:00:10,sor_120,BUY,BNBUSDT,233.5,233.4,-0.861199143468933,0,19.28,-35.32
35886,2023-11-25 19:00:12,sorev_120,SELL,BNBUSDT,233.5,233.4,-0.218800856531068,1,35.32,-19.28
35887,2023-11-26 05:00:07,so_120,SELL,BTCUSDT,37310.26,37758.94,-9.55923492358403,0,85.88,-221.85
35888,2023-11-26 05:00:09,sor_120,BUY,BTCUSDT,37310.26,37758.94,8.47923492358403,1,221.85,-85.88
35889,2023-11-26 05:00:11,sorev_120,BUY,BTCUSDT,37310.26,37758.94,8.47923492358403,1,221.85,-85.88
35890,2023-11-26 07:00:05,so_120,BUY,XRPUSDT,0.6199,0.621,0.790859816099359,1,43.57,-18.15
35891,2023-11-26 07:00:07,sor_120,SELL,XRPUSDT,0.6199,0.621,-1.87085981609936,0,18.15,-43.57
35892,2023-11-26 07:00:09,sorev_120,BUY,XRPUSDT,0.6199,0.621,0.790859816099359,1,43.57,-18.15
35893,2023-11-26 15:00:07,so_120,BUY,MKRUSDT,1452.0,1475.0,7.56011019283747,1,106.75,-55.1
35894,2023-11-26 15:00:10,sor_120,SELL,MKRUSDT,1452.0,1475.0,-8.28011019283747,0,55.1,-106.75
35895,2023-11-26 15:00:12,sorev_120,SELL,MKRUSDT,1452.0,1475.0,-8.28011019283747,0,55.1,-106.75
35896,2023-11-26 15:00:18,so_120,SELL,LTCUSDT,70.44,70.24,1.58947189097107,1,218.25,-186.3
35897,2023-11-26 15:00:21,sor_120,BUY,LTCUSDT,70.44,70.24,-2.66947189097107,0,186.3,-218.25
35898,2023-11-26 15:00:23,sorev_120,SELL,LTCUSDT,70.44,70.24,1.58947189097107,1,218.25,-186.3
35899,2023-11-26 15:00:30,so_120,SELL,SOLUSDT,59.46,56.94,20.8307164480323,1,229.55,-19.35
35900,2023-11-26 15:00:32,sor_120,BUY,SOLUSDT,59.46,56.94,-21.5507164480323,0,19.35,-229.55
35901,2023-11-26 15:00:34,sorev_120,BUY,SOLUSDT,59.46,56.94,-21.5507164480323,0,19.35,-229.55
35902,2023-11-26 23:00:08,so_120,SELL,DOTUSDT,5.186,5.319,-13.1829849595064,0,33.75,-220.8
35903,2023-11-26 23:00:13,sor_120,BUY,DOTUSDT,5.186,5.319,12.4629849595064,1,220.8,-33.75
35904,2023-11-26 23:00:17,sorev_120,BUY,DOTUSDT,5.186,5.319,12.4629849595064,1,220.8,-33.75
35905,2023-11-27 03:00:05,so_120,SELL,XRPUSDT,0.621,0.6096,13.2281159420289,1,158.25,-194.48
35906,2023-11-27 03:00:07,sor_120,BUY,XRPUSDT,0.621,0.6096,-14.3081159420289,0,194.48,-158.25
35907,2023-11-27 03:00:09,sorev_120,SELL,XRPUSDT,0.621,0.6096,13.2281159420289,1,158.25,-194.48
35908,2023-11-27 03:00:14,so_120,SELL,EOSUSDT,0.676,0.692,-18.2914792899407,0,22.2,-343.95
35909,2023-11-27 03:00:16,sor_120,BUY,EOSUSDT,0.676,0.692,17.2114792899407,1,343.95,-22.2
35910,2023-11-27 03:00:18,sorev_120,SELL,EOSUSDT,0.676,0.692,-18.2914792899407,0,22.2,-343.95
35911,2023-11-28 03:00:07,so_120,SELL,MKRUSDT,1477.0,1476.0,-0.0214759647935004,1,74.5,-128.65
35912,2023-11-28 03:00:09,sor_120,BUY,MKRUSDT,1477.0,1476.0,-0.6985240352065,0,128.65,-74.5
35913,2023-11-28 03:00:11,sorev_120,BUY,MKRUSDT,1477.0,1476.0,-0.6985240352065,0,128.65,-74.5
35914,2023-11-28 09:00:12,so_120,SELL,AXSUSDT,5.88,6.76,-75.1899319727891,0,8.5,-1377.55
35915,2023-11-28 09:00:15,sor_120,BUY,AXSUSDT,5.88,6.76,74.4699319727891,1,1377.55,-8.5
35916,2023-11-28 09:00:17,sorev_120,SELL,AXSUSDT,5.88,6.76,-75.1899319727891,0,8.5,-1377.55
35917,2023-11-28 19:00:06,so_120,BUY,BTCUSDT,37758.94,37977.24,3.79605922200138,1,95.32,-204.38
35918,2023-11-28 19:00:09,sor_120,SELL,BTCUSDT,37758.94,37977.24,-4.87605922200138,0,204.38,-95.32
35919,2023-11-28 19:00:11,sorev_120,SELL,BTCUSDT,37758.94,37977.24,-4.87605922200138,0,204.38,-95.32
35920,2023-11-28 19:00:17,so_120,BUY,DOTUSDT,5.313,5.274,-4.03024280067756,0,60.25,-257.85
35921,2023-11-28 19:00:19,sor_120,SELL,DOTUSDT,5.313,5.274,3.31024280067756,1,257.85,-60.25
35922,2023-11-28 19:00:21,sorev_120,SELL,DOTUSDT,5.313,5.274,3.31024280067756,1,257.85,-60.25
35923,2023-11-28 19:00:25,so_120,BUY,BNBUSDT,233.4,229.9,-11.7867866323907,0,35.32,-343.8
35924,2023-11-28 19:00:27,sor_120,SELL,BNBUSDT,233.4,229.9,10.7067866323907,1,343.8,-35.32
35925,2023-11-28 19:00:29,sorev_120,BUY,BNBUSDT,233.4,229.9,-11.7867866323907,0,35.32,-343.8
35926,2023-11-28 19:00:34,so_120,BUY,SOLUSDT,56.94,57.5,4.55745697225151,1,144.0,-301.2
35927,2023-11-28 19:00:36,sor_120,SELL,SOLUSDT,56.94,57.5,-5.27745697225151,0,301.2,-144.0
35928,2023-11-28 19:00:38,sorev_120,SELL,SOLUSDT,56.94,57.5,-5.27745697225151,0,301.2,-144.0
35929,2023-11-28 21:00:10,so_120,BUY,XRPUSDT,0.6093,0.6128,3.76822255046782,1,55.43,-189.53
35930,2023-11-28 21:00:13,sor_120,SELL,XRPUSDT,0.6093,0.6128,-4.84822255046782,0,189.53,-55.43
35931,2023-11-28 21:00:17,sorev_120,BUY,XRPUSDT,0.6093,0.6128,3.76822255046782,1,55.43,-189.53
35932,2023-11-28 21:00:23,so_120,BUY,LTCUSDT,70.21,69.97,-3.10373735935047,0,39.53,-255.3
35933,2023-11-28 21:00:26,sor_120,SELL,LTCUSDT,70.21,69.97,2.02373735935047,1,255.3,-39.53
35934,2023-11-28 21:00:30,sorev_120,BUY,LTCUSDT,70.21,69.97,-3.10373735935047,0,39.53,-255.3
35935,2023-11-28 21:00:34,so_120,BUY,ETHUSDT,2077.5,2062.2,-8.08462093862825,0,79.7,-440.3
35936,2023-11-28 21:00:37,sor_120,SELL,ETHUSDT,2077.5,2062.2,6.64462093862825,1,440.3,-79.7
35937,2023-11-28 21:00:39,sorev_120,SELL,ETHUSDT,2077.5,2062.2,6.64462093862825,1,440.3,-79.7
35938,2023-11-29 01:00:11,so_120,BUY,MKRUSDT,1475.0,1491.0,5.06372881355932,1,57.65,-88.15
35939,2023-11-29 01:00:15,sor_120,SELL,MKRUSDT,1475.0,1491.0,-5.78372881355932,0,88.15,-57.65
35940,2023-11-29 01:00:17,sorev_120,SELL,MKRUSDT,1475.0,1491.0,-5.78372881355932,0,88.15,-57.65
35941,2023-11-29 01:00:23,so_120,BUY,EOSUSDT,0.692,0.678,-15.7134104046242,0,43.35,-379.35
35942,2023-11-29 01:00:26,sor_120,SELL,EOSUSDT,0.692,0.678,14.6334104046242,1,379.35,-43.35
35943,2023-11-29 01:00:29,sorev_120,BUY,EOSUSDT,0.692,0.678,-15.7134104046242,0,43.35,-379.35
35944,2023-11-29 22:00:08,so_120,SELL,BNBUSDT,230.1,227.0,9.56430247718382,1,130.35,-42.37
35945,2023-11-29 22:00:12,sor_120,BUY,BNBUSDT,230.1,227.0,-10.6443024771838,0,42.37,-130.35
35946,2023-11-29 22:00:14,sorev_120,SELL,BNBUSDT,230.1,227.0,9.56430247718382,1,130.35,-42.37
35947,2023-11-30 00:00:06,so_120,SELL,DOTUSDT,5.271,5.158,10.3590286473155,1,113.85,-109.1
35948,2023-11-30 00:00:08,sor_120,BUY,DOTUSDT,5.271,5.158,-11.0790286473155,0,109.1,-113.85
35949,2023-11-30 00:00:11,sorev_120,BUY,DOTUSDT,5.271,5.158,-11.0790286473155,0,109.1,-113.85
35950,2023-11-30 00:00:17,so_120,SELL,ETHUSDT,2060.0,2028.61,14.51786407767,1,195.1,-72.7
35951,2023-11-30 00:00:19,sor_120,BUY,ETHUSDT,2060.0,2028.61,-15.95786407767,0,72.7,-195.1
35952,2023-11-30 00:00:21,sorev_120,BUY,ETHUSDT,2060.0,2028.61,-15.95786407767,0,72.7,-195.1
