"id","instrument","timeframe","ok_percent","ok_final_percent","avg_diff","avg_candle_size","side","volume","candle_count"
21654,FUNUSDT,WEEKLY,38.88889,42.857143,10.247893,13.146221,SHORT,216192.0,18
21655,FXSUSDT,WEEKLY,8.928572,60.0,8.324386,37.00116,LONG,3056611.0,56
21656,FXSUSDT,WEEKLY,50.0,12.5,14.358897,12.891603,SHORT,3056611.0,64
21657,GALAUSDT,WEEKLY,5.263158,100.0,11.351864,107.2761,LONG,57193509,57
21658,GALAUSDT,WEEKLY,55.95238,2.1276596,27.600824,14.716093,SHORT,57193509,84
21659,GALUSDT,WEEKLY,8.928572,60.0,8.523349,40.936184,LONG,67949083,56
21660,GALUSDT,WEEKLY,53.333332,9.375,18.356323,16.030266,SHORT,67949083,60
21661,GASUSDT,WEEKLY,6.6666665,100.0,12.357804,95.72453,LONG,2047902.0,15
21662,GASUSDT,WEEKLY,50.0,0.0,25.188425,16.157265,SHORT,2047902.0,24
21663,GFTUSDT,WEEKLY,6.25,50.0,15.590501,76.55656,LONG,851507.0,32
21664,GFTUSDT,WEEKLY,25.0,0.0,23.217482,22.043894,SHORT,851507.0,44
21665,GLMRUSDT,WEEKLY,6.6666665,100.0,8.432813,48.703327,LONG,1755187.0,45
21666,GLMRUSDT,WEEKLY,46.666668,2.857143,19.07915,14.545389,SHORT,1755187.0,75
21667,GLMUSDT,WEEKLY,8.695652,100.0,7.924381,65.65674,LONG,4510190.0,23
21668,GLMUSDT,WEEKLY,51.851852,7.142857,18.517502,12.979724,SHORT,4510190.0,27
21669,GMEUSDT,WEEKLY,66.666664,50.0,21.012413,29.643913,LONG,6218307.0,3
21670,GMEUSDT,WEEKLY,100.0,0.0,15.853419,7.2219186,SHORT,6218307.0,3
21671,GMTUSDT,WEEKLY,3.7735848,100.0,10.404713,78.63283,LONG,8901927.0,53
21672,GMTUSDT,WEEKLY,59.420288,2.4390244,22.073093,13.742443,SHORT,8901927.0,69
21673,GMXUSDT,WEEKLY,9.302325,75.0,6.973596,31.213665,LONG,2184859.0,43
21674,GMXUSDT,WEEKLY,38.0,10.526316,16.368807,14.426659,SHORT,2184859.0,50
21675,GNOUSDT,WEEKLY,25.0,0.0,7.5375857,18.431278,LONG,315820.0,4
21676,GNOUSDT,WEEKLY,83.333336,0.0,15.742141,4.8484497,SHORT,315820.0,6
21677,GODSUSDT,WEEKLY,6.6666665,100.0,13.34086,103.259705,LONG,228438215,15
21678,GODSUSDT,WEEKLY,30.0,0.0,26.898293,17.6624,SHORT,228438215,20
21679,GRTUSDT,WEEKLY,6.060606,75.0,8.705375,37.997612,LONG,9926384.0,66
21680,GRTUSDT,WEEKLY,58.57143,9.756098,16.103062,13.043642,SHORT,9926384.0,70
21681,GTCUSDT,WEEKLY,6.557377,100.0,10.795301,53.396225,LONG,1154096.0,61
21682,GTCUSDT,WEEKLY,61.842106,4.255319,18.362581,13.181493,SHORT,1154096.0,76
21683,HBARUSDT,WEEKLY,4.5454545,100.0,8.369447,36.40523,LONG,6458909.0,66
21684,HBARUSDT,WEEKLY,50.64935,10.256411,13.359503,11.989298,SHORT,6458909.0,77
21685,HFTUSDT,WEEKLY,10.0,33.333332,5.275922,25.097038,LONG,846844.0,30
21686,HFTUSDT,WEEKLY,51.219513,19.047619,15.203186,12.461414,SHORT,846844.0,41
21687,HIFIUSDT,WEEKLY,4.1666665,100.0,24.623629,147.96477,LONG,986723.0,24
21688,HIFIUSDT,WEEKLY,39.130436,11.111111,20.26483,17.656046,SHORT,986723.0,23
21689,HIGHUSDT,WEEKLY,5.5555553,100.0,6.900778,47.524963,LONG,36702408,36
21690,HIGHUSDT,WEEKLY,56.410255,4.5454545,22.0976,14.445989,SHORT,36702408,39
21691,HNTUSDT,WEEKLY,7.6923075,100.0,11.678357,58.56257,LONG,4164415.0,52
21692,HNTUSDT,WEEKLY,38.46154,6.6666665,21.450588,15.738025,SHORT,4164415.0,78
21693,HOOKUSDT,WEEKLY,8.333333,66.666664,5.887908,32.786274,LONG,928851.0,36
21694,HOOKUSDT,WEEKLY,50.0,0.0,17.443533,16.65367,SHORT,928851.0,38
21695,HOTUSDT,WEEKLY,3.9215686,100.0,7.560103,33.151817,LONG,5701810.0,51
21696,HOTUSDT,WEEKLY,50.0,14.285714,13.316318,10.836669,SHORT,5701810.0,70
21697,ICPUSDT,WEEKLY,6.25,100.0,7.290725,45.821423,LONG,24088037,64
21698,ICPUSDT,WEEKLY,47.058823,2.5,18.622786,13.608059,SHORT,24088037,85
21699,ICXUSDT,WEEKLY,6.779661,100.0,8.385518,39.712265,LONG,1253306.0,59
21700,ICXUSDT,WEEKLY,53.333332,15.625,13.296976,11.537067,SHORT,1253306.0,60
21701,IDEXUSDT,WEEKLY,6.25,50.0,5.6620235,29.843689,LONG,511818.0,32
21702,IDEXUSDT,WEEKLY,27.586206,0.0,14.574739,16.76292,SHORT,511818.0,29
21703,IDUSDT,WEEKLY,11.111111,100.0,8.363568,93.90218,LONG,7507900.0,27
21704,IDUSDT,WEEKLY,39.534885,0.0,28.317106,15.394789,SHORT,7507900.0,43
21705,ILVUSDT,WEEKLY,8.196721,100.0,8.952629,41.807835,LONG,4076382.0,61
21706,ILVUSDT,WEEKLY,51.28205,0.0,15.574634,12.873437,SHORT,4076382.0,78
21707,IMXUSDT,WEEKLY,7.142857,80.0,9.160106,44.990807,LONG,7909106.0,70
21708,IMXUSDT,WEEKLY,40.579712,7.142857,18.657448,16.632778,SHORT,7909106.0,69
21709,INJUSDT,WEEKLY,7.142857,50.0,9.612631,48.319378,LONG,81855327,56
21710,INJUSDT,WEEKLY,42.22222,10.526316,21.497217,16.368137,SHORT,81855327,45
21711,IOSTUSDT,WEEKLY,6.557377,100.0,7.1640205,31.71198,LONG,978628.0,61
21712,IOSTUSDT,WEEKLY,48.809525,21.95122,12.4953985,11.311816,SHORT,978628.0,84
21713,IOTAUSDT,WEEKLY,1.7857143,100.0,5.495001,27.46482,LONG,1749884.0,56
21714,IOTAUSDT,WEEKLY,52.7027,15.384615,13.223069,11.3426895,SHORT,1749884.0,74
21715,IOTXUSDT,WEEKLY,8.571428,100.0,9.453619,43.88976,LONG,3737415.0,70
21716,IOTXUSDT,WEEKLY,55.072464,7.894737,16.218168,13.333836,SHORT,3737415.0,69
21717,IOUSDT,WEEKLY,33.333332,100.0,15.9291935,48.03471,LONG,31222627,3
21718,IOUSDT,WEEKLY,100.0,0.0,35.879124,3.7736077,SHORT,31222627,3
21719,JASMYUSDT,WEEKLY,3.3333333,100.0,12.62657,82.106895,LONG,30216544,60
21720,JASMYUSDT,WEEKLY,54.285713,2.631579,23.615904,16.329826,SHORT,30216544,70
21721,JOEUSDT,WEEKLY,6.8965516,50.0,7.7994995,56.000755,LONG,965941.0,29
21722,JOEUSDT,WEEKLY,45.0,11.111111,19.0743,14.498546,SHORT,965941.0,40
21723,JSTUSDT,WEEKLY,4.5454545,66.666664,8.860078,35.208164,LONG,237069.0,66
21724,JSTUSDT,WEEKLY,50.0,20.0,9.523973,9.009349,SHORT,237069.0,60
21725,JTOUSDT,WEEKLY,6.6666665,100.0,10.880884,56.969788,LONG,15537742,15
21726,JTOUSDT,WEEKLY,55.555557,0.0,28.982603,19.388914,SHORT,15537742,18
21727,JUPUSDT,WEEKLY,9.090909,100.0,6.57742,68.68503,LONG,35321700,11
21728,JUPUSDT,WEEKLY,35.714287,0.0,33.14009,23.70977,SHORT,35321700,14
21729,KASUSDT,WEEKLY,7.6923075,100.0,7.457536,48.60474,LONG,11656739,26
21730,KASUSDT,WEEKLY,68.0,11.764706,19.906046,11.82969,SHORT,11656739,25
21731,KAVAUSDT,WEEKLY,4.9180326,100.0,6.447681,35.63956,LONG,1003050.0,61
21732,KAVAUSDT,WEEKLY,52.857143,5.4054055,14.443987,12.225062,SHORT,1003050.0,70
21733,KDAUSDT,WEEKLY,4.0,100.0,8.204554,38.818165,LONG,1352021.0,50
21734,KDAUSDT,WEEKLY,27.39726,0.0,16.98722,15.70887,SHORT,1352021.0,73
21735,KEYUSDT,WEEKLY,12.903226,100.0,10.235498,46.227074,LONG,683941.0,31
21736,KEYUSDT,WEEKLY,34.482758,10.0,14.776999,15.340579,SHORT,683941.0,29
21737,KLAYUSDT,WEEKLY,5.4545455,100.0,7.9692354,49.24336,LONG,1221231.0,55
21738,KLAYUSDT,WEEKLY,48.75,12.820513,14.907176,10.656278,SHORT,1221231.0,80
21739,KNCUSDT,WEEKLY,7.4626865,100.0,8.679155,41.61377,LONG,1032293.0,67
21740,KNCUSDT,WEEKLY,50.76923,12.121212,15.941649,11.751018,SHORT,1032293.0,65
21741,KSMUSDT,WEEKLY,4.7619047,66.666664,5.88801,37.375572,LONG,1865347.0,63
21742,KSMUSDT,WEEKLY,71.95122,5.084746,15.727958,10.6448965,SHORT,1865347.0,82
21743,LAIUSDT,WEEKLY,0.0,NaN,15.253359,49.25373,LONG,1189969.0,6
21744,LAIUSDT,WEEKLY,42.857143,0.0,20.320984,24.228645,SHORT,1189969.0,7
21745,LDOUSDT,WEEKLY,5.6603775,66.666664,11.24848,53.04801,LONG,89070476,53
21746,LDOUSDT,WEEKLY,42.307693,9.090909,18.374992,14.915543,SHORT,89070476,52
21747,LEVERUSDT,WEEKLY,9.67742,100.0,11.811016,60.578438,LONG,2280268.0,31
21748,LEVERUSDT,WEEKLY,39.285713,9.090909,20.140059,16.227499,SHORT,2280268.0,28
21749,LINAUSDT,WEEKLY,8.77193,100.0,12.171123,57.198112,LONG,3193811.0,57
21750,LINAUSDT,WEEKLY,49.18033,13.333333,16.546215,14.151682,SHORT,3193811.0,61
21751,LINKUSDT,WEEKLY,6.122449,50.0,6.3417706,35.411114,LONG,65862777,98
21752,LINKUSDT,WEEKLY,43.877552,6.976744,17.14294,14.830947,SHORT,65862777,98
21753,LISTAUSDT,WEEKLY,50.0,100.0,12.212465,36.952152,LONG,5312465.0,2
21754,LISTAUSDT,WEEKLY,100.0,0.0,29.991457,5.2517676,SHORT,5312465.0,3
21755,LITUSDT,WEEKLY,7.0422535,100.0,10.561352,46.96842,LONG,447308.0,71
21756,LITUSDT,WEEKLY,57.575756,13.157895,16.941248,14.679895,SHORT,447308.0,66
21757,LOOKSUSDT,WEEKLY,7.6923075,100.0,11.671166,64.24624,LONG,695383.0,52
21758,LOOKSUSDT,WEEKLY,57.692307,4.4444447,24.88069,17.279343,SHORT,695383.0,78
21759,LOOMUSDT,WEEKLY,9.090909,100.0,14.237872,94.88886,LONG,3094126.0,22
21760,LOOMUSDT,WEEKLY,22.727272,0.0,24.706179,20.260014,SHORT,3094126.0,22
21761,LPTUSDT,WEEKLY,6.060606,100.0,10.075096,61.006985,LONG,18783920,66
21762,LPTUSDT,WEEKLY,52.857143,5.4054055,19.919107,14.345264,SHORT,18783920,70
21763,LQTYUSDT,WEEKLY,6.060606,100.0,10.163912,56.487396,LONG,863356.0,33
21764,LQTYUSDT,WEEKLY,63.157894,12.5,15.028585,10.706135,SHORT,863356.0,38
21765,LRCUSDT,WEEKLY,8.196721,100.0,10.346923,40.909683,LONG,2578204.0,61
21766,LRCUSDT,WEEKLY,45.0,11.111111,15.410954,14.210374,SHORT,2578204.0,80
21767,LSKUSDT,WEEKLY,7.6923075,100.0,12.216521,66.592285,LONG,3030422.0,13
21768,LSKUSDT,WEEKLY,50.0,0.0,18.57035,13.870994,SHORT,3030422.0,16
21769,LTCUSDT,WEEKLY,7.76699,87.5,5.3440742,34.219658,LONG,18266933,103
21770,LTCUSDT,WEEKLY,53.76344,14.0,14.535957,11.065425,SHORT,18266933,93
21771,LTOUSDT,WEEKLY,0.0,NaN,4.153097,20.124159,LONG,176257.0,6
21772,LTOUSDT,WEEKLY,60.0,0.0,16.215725,15.234375,SHORT,176257.0,10
21773,LUNA2USDT,WEEKLY,4.1666665,100.0,15.036063,88.73482,LONG,2930429.0,48
21774,LUNA2USDT,WEEKLY,57.8125,0.0,21.749487,13.614649,SHORT,2930429.0,64
21775,MAGICUSDT,WEEKLY,5.4054055,100.0,10.079281,58.800636,LONG,1688657.0,37
21776,MAGICUSDT,WEEKLY,38.29787,11.111111,22.050867,17.076221,SHORT,1688657.0,47
21777,MANAUSDT,WEEKLY,4.6875,100.0,6.235769,39.59435,LONG,4084267.0,64
21778,MANAUSDT,WEEKLY,25.974026,5.0,17.31627,17.794155,SHORT,4084267.0,77
21779,MANEKIUSDT,WEEKLY,66.666664,50.0,11.69463,26.467302,LONG,1413176.0,3
21780,MANEKIUSDT,WEEKLY,100.0,0.0,20.08418,5.311508,SHORT,1413176.0,1
21781,MANTAUSDT,WEEKLY,9.090909,100.0,6.6200204,38.727997,LONG,21357544,11
21782,MANTAUSDT,WEEKLY,56.25,11.111111,22.033945,18.044567,SHORT,21357544,16
21783,MAPOUSDT,WEEKLY,33.333332,100.0,5.0130544,30.358427,LONG,5223806.0,3
21784,MAPOUSDT,WEEKLY,83.333336,0.0,31.889488,6.5441165,SHORT,5223806.0,6
21785,MASAUSDT,WEEKLY,33.333332,100.0,14.003745,27.096333,LONG,354079.0,3
21786,MASAUSDT,WEEKLY,100.0,0.0,17.95425,4.861663,SHORT,354079.0,5
21787,MASKUSDT,WEEKLY,6.3492064,100.0,11.143775,71.13729,LONG,1682975.0,63
21788,MASKUSDT,WEEKLY,45.945946,0.0,21.010738,15.560356,SHORT,1682975.0,74
21789,MATICPERP,WEEKLY,8.695652,75.0,4.938483,27.739359,LONG,186868.0,46
21790,MATICPERP,WEEKLY,41.509434,9.090909,13.213147,12.100116,SHORT,186868.0,53
21791,MATICUSDT,WEEKLY,8.219178,83.333336,6.730101,37.42956,LONG,79865488,73
21792,MATICUSDT,WEEKLY,41.37931,5.5555553,16.791048,14.114296,SHORT,79865488,87
21793,MAVIAUSDT,WEEKLY,10.0,100.0,17.394014,113.41473,LONG,21387584,10
21794,MAVIAUSDT,WEEKLY,71.42857,0.0,41.1039,21.445934,SHORT,21387584,14
21795,MAVUSDT,WEEKLY,10.714286,100.0,13.212031,43.06308,LONG,1694756.0,28
21796,MAVUSDT,WEEKLY,42.857143,16.666666,17.507458,16.780779,SHORT,1694756.0,28
21797,MBLUSDT,WEEKLY,5.263158,100.0,7.774294,31.600187,LONG,275125.0,19
21798,MBLUSDT,WEEKLY,41.17647,14.285714,13.199879,18.29667,SHORT,275125.0,17
21799,MBOXUSDT,WEEKLY,6.6666665,100.0,7.6718426,33.978477,LONG,2411479.0,15
21800,MBOXUSDT,WEEKLY,41.666668,20.0,15.94226,19.409761,SHORT,2411479.0,12
21801,MDTUSDT,WEEKLY,10.0,100.0,11.683857,50.591908,LONG,610350.0,30
21802,MDTUSDT,WEEKLY,23.076923,16.666666,16.052017,18.411516,SHORT,610350.0,26
21803,MEMEUSDT,WEEKLY,12.5,50.0,11.945556,81.27962,LONG,5899534.0,16
21804,MEMEUSDT,WEEKLY,63.636364,14.285714,23.674826,16.320948,SHORT,5899534.0,22
21805,MERLUSDT,WEEKLY,50.0,100.0,10.061371,32.719727,LONG,8365076.0,4
21806,MERLUSDT,WEEKLY,100.0,0.0,28.62341,5.9650555,SHORT,8365076.0,10
21807,METISUSDT,WEEKLY,7.6923075,100.0,7.273493,57.196156,LONG,807871.0,13
21808,METISUSDT,WEEKLY,31.25,0.0,21.336483,21.787403,SHORT,807871.0,16
21809,MEWUSDT,WEEKLY,0.0,NaN,20.801886,81.646545,LONG,11203021,5
21810,MEWUSDT,WEEKLY,87.5,14.285714,27.357735,11.052283,SHORT,11203021,8
21811,MINAUSDT,WEEKLY,4.0816326,100.0,8.817951,51.512287,LONG,2756052.0,49
21812,MINAUSDT,WEEKLY,44.285713,6.451613,16.85765,13.460946,SHORT,2756052.0,70
21813,MKRUSDT,WEEKLY,3.0769231,100.0,6.878418,35.67948,LONG,30925746,65
21814,MKRUSDT,WEEKLY,41.935482,19.23077,14.172068,12.477773,SHORT,30925746,62
21815,MNTPERP,WEEKLY,50.0,50.0,2.717799,13.092217,LONG,141627.0,4
21816,MNTPERP,WEEKLY,100.0,11.111111,14.570812,4.1963944,SHORT,141627.0,9
21817,MNTUSDT,WEEKLY,9.090909,100.0,5.611773,42.71527,LONG,9374289.0,22
21818,MNTUSDT,WEEKLY,55.0,9.090909,16.266787,9.948803,SHORT,9374289.0,20
21819,MOBILEUSDT,WEEKLY,0.0,NaN,17.327724,67.48673,LONG,1692755.0,8
21820,MOBILEUSDT,WEEKLY,14.285714,0.0,30.2596,29.348679,SHORT,1692755.0,14
21821,MOCAUSDT,WEEKLY,NaN,NaN,0.0,0.0,LONG,27002091,0
21822,MOCAUSDT,WEEKLY,100.0,100.0,0.0,0.0,SHORT,27002091,2
21823,MONUSDT,WEEKLY,50.0,100.0,9.7874775,23.75322,LONG,454507.0,2
21824,MONUSDT,WEEKLY,100.0,16.666666,14.50985,0.5441066,SHORT,454507.0,6
21825,MOVRUSDT,WEEKLY,6.6666665,100.0,13.977093,184.24887,LONG,2987052.0,15
21826,MOVRUSDT,WEEKLY,70.0,0.0,40.82766,11.444483,SHORT,2987052.0,20
21827,MTLUSDT,WEEKLY,6.25,100.0,9.123106,42.214653,LONG,4351605.0,64
21828,MTLUSDT,WEEKLY,61.81818,11.764706,13.896541,12.584369,SHORT,4351605.0,55
21829,MYRIAUSDT,WEEKLY,9.090909,0.0,9.40732,36.424717,LONG,782446.0,11
21830,MYRIAUSDT,WEEKLY,4.7619047,0.0,24.260248,34.45984,SHORT,782446.0,21
21831,MYROUSDT,WEEKLY,8.333333,0.0,20.695072,168.38094,LONG,28425142,12
21832,MYROUSDT,WEEKLY,86.666664,0.0,50.760406,19.533733,SHORT,28425142,15
21833,NEARUSDT,WEEKLY,7.246377,60.0,7.2565966,48.51005,LONG,97620078,69
21834,NEARUSDT,WEEKLY,56.57895,2.3255813,20.178787,13.733601,SHORT,97620078,76
21835,NEOUSDT,WEEKLY,7.6923075,100.0,7.272901,35.183754,LONG,3593498.0,65
21836,NEOUSDT,WEEKLY,58.46154,10.526316,13.209136,10.443055,SHORT,3593498.0,65
21837,NFPUSDT,WEEKLY,7.142857,100.0,9.077179,43.665623,LONG,1454964.0,14
21838,NFPUSDT,WEEKLY,50.0,0.0,22.411592,24.687057,SHORT,1454964.0,16
21839,NKNUSDT,WEEKLY,10.526316,100.0,6.3477883,27.6575,LONG,487179.0,38
21840,NKNUSDT,WEEKLY,32.35294,18.181818,14.6957,16.716578,SHORT,487179.0,34
21841,NMRUSDT,WEEKLY,12.0,66.666664,7.4877863,41.41218,LONG,1253468.0,25
21842,NMRUSDT,WEEKLY,42.857143,11.111111,16.713253,15.090129,SHORT,1253468.0,21
21843,NOTUSDT,WEEKLY,0.0,NaN,35.264473,444.40964,LONG,125940725,5
21844,NOTUSDT,WEEKLY,60.0,0.0,75.62514,22.45428,SHORT,125940725,5
21845,NTRNUSDT,WEEKLY,5.5555553,100.0,14.532058,84.03602,LONG,4016113.0,18
21846,NTRNUSDT,WEEKLY,21.73913,0.0,27.498426,22.17294,SHORT,4016113.0,23
21847,NYANUSDT,WEEKLY,66.666664,0.0,6.8026147,37.291702,LONG,1413656.0,3
21848,NYANUSDT,WEEKLY,100.0,0.0,36.365837,5.8767524,SHORT,1413656.0,5
21849,OGNUSDT,WEEKLY,8.474576,100.0,9.377784,51.358345,LONG,888684.0,59
21850,OGNUSDT,WEEKLY,45.3125,3.4482758,16.29666,15.915343,SHORT,888684.0,64
21851,OGUSDT,WEEKLY,8.0,100.0,10.425066,32.477837,LONG,383446.0,25
21852,OGUSDT,WEEKLY,27.272728,50.0,10.725647,11.965595,SHORT,383446.0,22
21853,OMGUSDT,WEEKLY,6.060606,75.0,7.2730985,37.940388,LONG,5939357.0,66
21854,OMGUSDT,WEEKLY,58.227848,6.521739,15.310903,12.956509,SHORT,5939357.0,79
21855,OMNIUSDT,WEEKLY,0.0,NaN,4.275987,47.586155,LONG,6492479.0,6
21856,OMNIUSDT,WEEKLY,87.5,0.0,20.984526,16.779907,SHORT,6492479.0,8
21857,OMUSDT,WEEKLY,9.090909,100.0,7.3645854,42.73841,LONG,11557182,11
21858,OMUSDT,WEEKLY,14.285714,0.0,23.51292,20.580002,SHORT,11557182,7
21859,ONDOPERP,WEEKLY,0.0,NaN,9.280958,48.557747,LONG,123247.0,6
21860,ONDOPERP,WEEKLY,80.0,0.0,20.326086,9.368352,SHORT,123247.0,5
21861,ONDOUSDT,WEEKLY,12.5,50.0,9.474134,67.30017,LONG,68700139,16
21862,ONDOUSDT,WEEKLY,30.0,0.0,31.277258,24.12735,SHORT,68700139,10
21863,ONEUSDT,WEEKLY,8.620689,80.0,6.6021276,37.745495,LONG,1562907.0,58
21864,ONEUSDT,WEEKLY,42.35294,5.5555553,19.427465,16.580269,SHORT,1562907.0,85
21865,ONGUSDT,WEEKLY,13.333333,100.0,9.116479,55.792145,LONG,1811221.0,15
21866,ONGUSDT,WEEKLY,36.842106,14.285714,17.911331,18.70737,SHORT,1811221.0,19
21867,ONTUSDT,WEEKLY,5.084746,100.0,6.5416794,29.365139,LONG,1294079.0,59
21868,ONTUSDT,WEEKLY,50.0,3.8461537,13.458638,11.988087,SHORT,1294079.0,52
21869,OPPERP,WEEKLY,5.882353,66.666664,7.9251037,43.58048,LONG,119097.0,51
21870,OPPERP,WEEKLY,47.916668,4.347826,19.85119,13.245279,SHORT,119097.0,48
21871,OPUSDT,WEEKLY,5.172414,100.0,9.326005,53.833508,LONG,44314187,58
21872,OPUSDT,WEEKLY,48.148148,3.8461537,22.093431,15.499007,SHORT,44314187,54
21873,ORBSUSDT,WEEKLY,11.764706,100.0,10.682946,67.98525,LONG,733134.0,17
21874,ORBSUSDT,WEEKLY,45.833332,18.181818,17.255322,14.707003,SHORT,733134.0,24
21875,ORCAUSDT,WEEKLY,0.0,NaN,8.591606,22.988506,LONG,288079.0,6
21876,ORCAUSDT,WEEKLY,50.0,40.0,11.429907,17.522053,SHORT,288079.0,10
21877,ORDIPERP,WEEKLY,0.0,NaN,8.698364,45.690804,LONG,29931.0,8
21878,ORDIPERP,WEEKLY,80.0,25.0,17.020372,14.6167555,SHORT,29931.0,5
21879,ORDIUSDT,WEEKLY,3.5714285,100.0,11.154399,102.25595,LONG,86740102,28
21880,ORDIUSDT,WEEKLY,57.575756,0.0,33.95436,16.992392,SHORT,86740102,33
21881,ORNUSDT,WEEKLY,0.0,NaN,11.045835,46.359447,LONG,1217989.0,9
21882,ORNUSDT,WEEKLY,50.0,0.0,18.265095,16.780045,SHORT,1217989.0,10
21883,OSMOUSDT,WEEKLY,66.666664,50.0,5.8916254,11.960598,LONG,251935.0,3
21884,OSMOUSDT,WEEKLY,100.0,20.0,8.767186,2.6982129,SHORT,251935.0,5
21885,OXTUSDT,WEEKLY,7.142857,100.0,7.084913,29.47497,LONG,805252.0,28
21886,OXTUSDT,WEEKLY,59.090908,23.076923,13.428518,12.863481,SHORT,805252.0,22
21887,PAXGUSDT,WEEKLY,1.5151515,100.0,1.5735432,8.077279,LONG,979399.0,66
21888,PAXGUSDT,WEEKLY,64.28571,11.111111,2.2956955,1.6645478,SHORT,979399.0,56
21889,PENDLEUSDT,WEEKLY,10.0,66.666664,7.788612,48.462887,LONG,16588973,30
21890,PENDLEUSDT,WEEKLY,44.0,9.090909,23.001434,17.661903,SHORT,16588973,25
21891,PENGUSDT,WEEKLY,33.333332,100.0,40.440514,63.81651,LONG,1590561.0,3
21892,PENGUSDT,WEEKLY,80.0,0.0,27.877197,4.5012054,SHORT,1590561.0,5
21893,PEOPLEUSDT,WEEKLY,4.6875,100.0,17.774939,121.7049,LONG,107672291,64
21894,PEOPLEUSDT,WEEKLY,50.0,0.0,26.880404,17.367577,SHORT,107672291,68
21895,PERPUSDT,WEEKLY,8.333333,100.0,12.091544,57.169823,LONG,644819.0,24
21896,PERPUSDT,WEEKLY,59.090908,23.076923,16.012253,15.74397,SHORT,644819.0,22
21897,PHAUSDT,WEEKLY,50.0,100.0,11.337795,21.407404,LONG,1131495.0,4
21898,PHAUSDT,WEEKLY,100.0,0.0,13.690998,3.6213892,SHORT,1131495.0,4
21899,PHBUSDT,WEEKLY,6.25,100.0,9.608896,66.285866,LONG,2251880.0,32
21900,PHBUSDT,WEEKLY,46.666668,0.0,23.22697,18.248083,SHORT,2251880.0,30
21901,PIXELUSDT,WEEKLY,0.0,NaN,5.621988,76.88592,LONG,9692105.0,8
21902,PIXELUSDT,WEEKLY,42.857143,0.0,29.680887,21.962095,SHORT,9692105.0,14
21903,POLYXUSDT,WEEKLY,12.5,100.0,9.397064,78.56421,LONG,2756803.0,16
21904,POLYXUSDT,WEEKLY,39.130436,0.0,27.05894,19.903654,SHORT,2756803.0,23
21905,PONKEUSDT,WEEKLY,50.0,100.0,9.47864,41.080666,LONG,36720870,4
21906,PONKEUSDT,WEEKLY,100.0,0.0,37.23146,5.629435,SHORT,36720870,3
21907,POPCATUSDT,WEEKLY,0.0,NaN,18.850708,158.94897,LONG,137281694,8
21908,POPCATUSDT,WEEKLY,33.333332,0.0,71.978546,39.384422,SHORT,137281694,9
21909,PORTALUSDT,WEEKLY,0.0,NaN,7.8650975,26.471926,LONG,4978545.0,9
21910,PORTALUSDT,WEEKLY,50.0,0.0,18.579784,23.361967,SHORT,4978545.0,12
21911,POWRUSDT,WEEKLY,5.5555553,100.0,16.584244,103.82373,LONG,9309110.0,18
21912,POWRUSDT,WEEKLY,14.285714,0.0,19.485046,22.34345,SHORT,9309110.0,21
21913,PRCLUSDT,WEEKLY,0.0,NaN,10.50404,11.773759,LONG,4231115.0,1
21914,PRCLUSDT,WEEKLY,NaN,NaN,5.155829,3.88611,SHORT,4231115.0,0
21915,PROMUSDT,WEEKLY,4.5454545,100.0,10.558433,60.027473,LONG,420066.0,22
21916,PROMUSDT,WEEKLY,20.833334,20.0,17.783968,18.357147,SHORT,420066.0,24
21917,PYTHUSDT,WEEKLY,5.882353,100.0,11.816656,52.974705,LONG,12433129,17
21918,PYTHUSDT,WEEKLY,11.111111,0.0,26.421312,28.071009,SHORT,12433129,18
21919,QIUSDT,WEEKLY,13.333333,100.0,14.523278,57.467934,LONG,412249.0,15
21920,QIUSDT,WEEKLY,68.75,0.0,16.425383,14.706845,SHORT,412249.0,16
21921,QNTUSDT,WEEKLY,4.347826,100.0,5.376839,24.388554,LONG,1099187.0,23
21922,QNTUSDT,WEEKLY,26.470589,44.444443,10.990477,10.682124,SHORT,1099187.0,34
21923,QTUMUSDT,WEEKLY,8.333333,80.0,6.9596834,35.00468,LONG,5305480.0,60
21924,QTUMUSDT,WEEKLY,56.0,14.285714,13.4264965,9.956658,SHORT,5305480.0,75
21925,RADUSDT,WEEKLY,10.0,100.0,8.483224,33.60505,LONG,2304400.0,30
21926,RADUSDT,WEEKLY,41.37931,8.333333,13.035813,12.014736,SHORT,2304400.0,29
21927,RAREUSDT,WEEKLY,6.25,100.0,9.711547,44.49684,LONG,434948.0,16
21928,RAREUSDT,WEEKLY,50.0,0.0,18.171806,14.475371,SHORT,434948.0,18
21929,RAYDIUMUSDT,WEEKLY,50.0,50.0,3.3455112,16.685404,LONG,943125.0,4
21930,RAYDIUMUSDT,WEEKLY,100.0,0.0,19.773676,6.433783,SHORT,943125.0,3
21931,RDNTUSDT,WEEKLY,6.6666665,0.0,6.050782,20.197344,LONG,1330019.0,30
21932,RDNTUSDT,WEEKLY,52.77778,21.052631,13.343754,13.563607,SHORT,1330019.0,36
21933,REEFUSDT,WEEKLY,6.451613,75.0,7.408948,37.95006,LONG,1718972.0,62
21934,REEFUSDT,WEEKLY,57.8125,5.4054055,15.097519,13.11078,SHORT,1718972.0,64
21935,RENUSDT,WEEKLY,8.955224,100.0,12.255272,51.736954,LONG,550764.0,67
